classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
155933865,barthelmess,1173819,2b99d37bbf5f12900001,9599,Workflow 1,123.17,2019-03-27 18:58:17 UTC,,,"{""source"":""api"",""session"":""97c306f2cfed7da2c431ba2802a2548093d396c7e20fd0e4f5c880dfcd3283a0"",""viewport"":{""width"":990,""height"":574},""started_at"":""2019-03-27T18:57:29.655Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2019-03-27T18:58:17.486Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":482,""clientHeight"":362,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":482,""clientHeight"":362,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":482,""clientHeight"":362,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""YOUNGPRESENT"":""NO"",""ANTLERSPRESENT"":""NO"",""PRECIPITATIONRAINSNOW"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""SITTINGSTANDINGLYING"",""OTHER""]},""filters"":{}}]}]","{""31428566"":{""retired"":null,""ID"":""216"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""17_24_BC_000112.JPG"",""Image2"":""17_24_BC_000113.JPG"",""Image3"":""17_24_BC_000114.JPG"",""CamModel"":"""",""#CamNumber"":""17"",""#SDCardNum"":""24"",""!ForestType"":""Deciduous "",""#ForestName"":""BC""}}",31428566
155950088,anvon15,1883834,608972f0ba8a52a526d7,9599,Workflow 1,123.17,2019-03-27 20:07:22 UTC,,,"{""source"":""api"",""session"":""b4c51cfcde70e5e27c6e277adac023334875de11daafc4866e1250cbca5c67be"",""viewport"":{""width"":1231,""height"":737},""started_at"":""2019-03-27T20:06:56.165Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15"",""utc_offset"":""14400"",""finished_at"":""2019-03-27T20:07:22.900Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":706,""clientHeight"":392,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":706,""clientHeight"":392,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""SNOWDEPTH"":""1020CM"",""YOUNGPRESENT"":""NO"",""ANTLERSPRESENT"":""YES"",""PRECIPITATIONRAINSNOW"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING"",""FORAGINGEATING""]},""filters"":{}}]}]","{""31428940"":{""retired"":null,""ID"":""141"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""29_19_DEG_0019.JPG"",""Image2"":""29_19_DEG_0020.JPG"",""Image3"":""NA"",""CamModel"":"""",""#CamNumber"":""29"",""#SDCardNum"":""19"",""!ForestType"":""Pine "",""#ForestName"":""DEG""}}",31428940
156325630,anvon15,1883834,608972f0ba8a52a526d7,9599,Workflow 1,123.17,2019-03-29 03:20:05 UTC,,,"{""source"":""api"",""session"":""b4c51cfcde70e5e27c6e277adac023334875de11daafc4866e1250cbca5c67be"",""viewport"":{""width"":1367,""height"":737},""started_at"":""2019-03-29T03:19:52.589Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15"",""utc_offset"":""14400"",""finished_at"":""2019-03-29T03:20:06.072Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":834,""clientHeight"":463,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":834,""clientHeight"":463,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":834,""clientHeight"":463,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""SOMETHINGHERE"",""answers"":{},""filters"":{}}]}]","{""31428999"":{""retired"":null,""ID"":""469"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""29_19_DEG_0217.JPG"",""Image2"":""29_19_DEG_0218.JPG"",""Image3"":""29_19_DEG_0219.JPG"",""CamModel"":"""",""#CamNumber"":""29"",""#SDCardNum"":""19"",""!ForestType"":""Pine "",""#ForestName"":""DEG""}}",31428999
156270492,LJKinsey,1884143,52c271a537c638e3d164,9599,Workflow 1,123.17,2019-03-28 22:22:12 UTC,,,"{""source"":""api"",""session"":""20ad23653d87998d1f92a4f5bf9da4b06903366e390a6bb20bc541296593ec0e"",""viewport"":{""width"":1280,""height"":855},""started_at"":""2019-03-28T22:21:34.353Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0E; .NET4.0C; rv:11.0) like Gecko"",""utc_offset"":""14400"",""finished_at"":""2019-03-28T22:22:18.433Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":794,""clientHeight"":441,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":794,""clientHeight"":441,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":794,""clientHeight"":441,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""SNOWDEPTH"":""3040CM"",""YOUNGPRESENT"":""NO"",""PRECIPITATIONRAINSNOW"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING""]},""filters"":{}}]}]","{""31429216"":{""retired"":null,""ID"":""793"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""33_01_WF_0196.JPG"",""Image2"":""33_01_WF_0197.JPG"",""Image3"":""33_01_WF_0198.JPG"",""CamModel"":"""",""#CamNumber"":""33"",""#SDCardNum"":""1"",""!ForestType"":""Pine "",""#ForestName"":""WF""}}",31429216
156320702,anvon15,1883834,608972f0ba8a52a526d7,9599,Workflow 1,123.17,2019-03-29 02:49:45 UTC,,,"{""source"":""api"",""session"":""b4c51cfcde70e5e27c6e277adac023334875de11daafc4866e1250cbca5c67be"",""viewport"":{""width"":1367,""height"":737},""started_at"":""2019-03-29T02:49:36.223Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15"",""utc_offset"":""14400"",""finished_at"":""2019-03-29T02:49:45.959Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":834,""clientHeight"":626,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":834,""clientHeight"":626,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":834,""clientHeight"":626,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""31428401"":{""retired"":null,""ID"":""927"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""11_13_BC_000262.JPG"",""Image2"":""11_13_BC_000263.JPG"",""Image3"":""11_13_BC_000264.JPG"",""CamModel"":"""",""#CamNumber"":""11"",""#SDCardNum"":""13"",""!ForestType"":""Deciduous "",""#ForestName"":""BC""}}",31428401
156437234,brigidbarstow,1885063,5581820c9cd6141c4a6b,9599,Workflow 1,123.17,2019-03-29 16:51:49 UTC,,,"{""source"":""api"",""session"":""1a917d3d7580bb1261573c193e5e44703460d5f5f7493257363b9f41cb7a10cc"",""viewport"":{""width"":1440,""height"":837},""started_at"":""2019-03-29T16:51:23.897Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15"",""utc_offset"":""14400"",""finished_at"":""2019-03-29T16:51:47.772Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":903,""clientHeight"":501,""naturalWidth"":2000,""naturalHeight"":1111},null,null],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""YOUNGPRESENT"":""NO"",""ANTLERSPRESENT"":""NO"",""PRECIPITATIONRAINSNOW"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING""]},""filters"":{}}]}]","{""31429178"":{""retired"":null,""ID"":""272"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""33_01_WF_0073.JPG"",""Image2"":""33_01_WF_0074.JPG"",""Image3"":""33_01_WF_0075.JPG"",""CamModel"":"""",""#CamNumber"":""33"",""#SDCardNum"":""1"",""!ForestType"":""Pine "",""#ForestName"":""WF""}}",31429178
156034436,keandy16,1716700,cfd48d80e7a970d43cba,9599,Workflow 1,123.17,2019-03-28 03:37:51 UTC,,,"{""source"":""api"",""session"":""bc01780ecc86c3db89ad31ac2c261f5ba3990295727307821fcf1d3a70ccec0b"",""viewport"":{""width"":1256,""height"":664},""started_at"":""2019-03-28T03:37:22.208Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15"",""utc_offset"":""14400"",""finished_at"":""2019-03-28T03:37:51.554Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":715,""clientHeight"":536,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":715,""clientHeight"":536,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":715,""clientHeight"":536,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""SNOWDEPTH"":""1020CM"",""YOUNGPRESENT"":""NO"",""ANTLERSPRESENT"":""YES"",""PRECIPITATIONRAINSNOW"":""YES"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING""]},""filters"":{}}]}]","{""31428313"":{""retired"":null,""ID"":""121"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""09_25_WF_000001.JPG"",""Image2"":""09_25_WF_000002.JPG"",""Image3"":""09_25_WF_000003.JPG"",""CamModel"":"""",""#CamNumber"":""9"",""#SDCardNum"":""25"",""!ForestType"":""Pine "",""#ForestName"":""WF""}}",31428313
156531256,LJKinsey,1884143,ead02b42d1bb4cf7c8f3,9599,Workflow 1,123.17,2019-03-30 01:19:10 UTC,,,"{""source"":""api"",""session"":""c07ef9ec4e70b2d292de027ec455b9394ca7e76665db926a51e794587bfed9f9"",""viewport"":{""width"":1280,""height"":626},""started_at"":""2019-03-30T01:18:35.021Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134"",""utc_offset"":""14400"",""finished_at"":""2019-03-30T01:19:17.642Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":742,""clientHeight"":412,""naturalWidth"":2000,""naturalHeight"":1111},null,null],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""SNOWDEPTH"":""3040CM"",""YOUNGPRESENT"":""NO"",""ANTLERSPRESENT"":""NO"",""PRECIPITATIONRAINSNOW"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING""]},""filters"":{}}]}]","{""31429020"":{""retired"":null,""ID"":""606"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""29_19_DEG_0280.JPG"",""Image2"":""29_19_DEG_0281.JPG"",""Image3"":""29_19_DEG_0282.JPG"",""CamModel"":"""",""#CamNumber"":""29"",""#SDCardNum"":""19"",""!ForestType"":""Pine "",""#ForestName"":""DEG""}}",31429020
155951302,anvon15,1883834,608972f0ba8a52a526d7,9599,Workflow 1,123.17,2019-03-27 20:12:05 UTC,,,"{""source"":""api"",""session"":""b4c51cfcde70e5e27c6e277adac023334875de11daafc4866e1250cbca5c67be"",""viewport"":{""width"":1231,""height"":737},""started_at"":""2019-03-27T20:11:48.273Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15"",""utc_offset"":""14400"",""finished_at"":""2019-03-27T20:12:05.744Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":706,""clientHeight"":530,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":706,""clientHeight"":530,""naturalWidth"":2000,""naturalHeight"":1500},{""clientWidth"":706,""clientHeight"":530,""naturalWidth"":2000,""naturalHeight"":1500}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""DEERWHITETAILED"",""answers"":{""HOWMANY"":""1"",""SNOWDEPTH"":""2030CM"",""YOUNGPRESENT"":""NO"",""ANTLERSPRESENT"":""NO"",""PRECIPITATIONRAINSNOW"":""NO"",""WHATBEHAVIORSDOYOUSEE"":[""WALKINGRUNNING""]},""filters"":{}}]}]","{""31428524"":{""retired"":null,""ID"":""835"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""15_14_DEG_000229.JPG"",""Image2"":""15_14_DEG_000230.JPG"",""Image3"":""15_14_DEG_000231.JPG"",""CamModel"":"""",""#CamNumber"":""15"",""#SDCardNum"":""14"",""!ForestType"":""Pine "",""#ForestName"":""DEG""}}",31428524
154695922,Hartk,1882597,f6043f0d819f7591dfc3,9599,Workflow 1,123.17,2019-03-22 17:03:54 UTC,,,"{""source"":""api"",""session"":""e509f1b946fbfbd263538df45d0781bee3add848c249af9c3fe3a763d1a26a7f"",""viewport"":{""width"":1920,""height"":963},""started_at"":""2019-03-22T17:03:45.418Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"",""utc_offset"":""14400"",""finished_at"":""2019-03-22T17:03:54.119Z"",""live_project"":false,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1341,""clientHeight"":745,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":1341,""clientHeight"":745,""naturalWidth"":2000,""naturalHeight"":1111},{""clientWidth"":1341,""clientHeight"":745,""naturalWidth"":2000,""naturalHeight"":1111}],""subject_selection_state"":{""retired"":false,""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""11466""}","[{""task"":""T0"",""value"":[{""choice"":""NOTHINGHERE"",""answers"":{},""filters"":{}}]}]","{""31429111"":{""retired"":null,""ID"":""225"",""!Batch"":""1"",""!Round"":""1"",""Image1"":""31_06_WHIP_0019.JPG"",""Image2"":""31_06_WHIP_0020.JPG"",""Image3"":""31_06_WHIP_0021.JPG"",""CamModel"":"""",""#CamNumber"":""31"",""#SDCardNum"":""6"",""!ForestType"":""Pine "",""#ForestName"":""WHIP""}}",31429111
